Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
1788,8,8,,,,,,,Estates General called,Meeting with Estates General to address the debts of the crown.,,,,,,,Lead-up French Revolution,
1788,5,,,,,,,,"May edicts
",Edicts by Brienne/King government to limit parlament power. Then be able to push through necessary reforms. Blacks are given citizenship when they are born of 2 free blacks.,,,,,,,Lead-up French Revolution,
1788,6,7,,,,,,,Day of the Tiles,"Mob uprising after king tries to stop parlament of Grenoble to meet. Parlament is one of the last money sources for Grenoble, peasants riot. Happened on a market day so more peasants.",,,,,,,Lead-up French Revolution,
1788,12,27,,,,,,,Requirements Estates General published,"Double the third, but no conclusion on voting by head or estate. Regular clergymen are allowed to be at the estates general, leading to lots of lower class clergymen instead of high priest officials. Nobles and clergyman allowed to go as third estate. There is much public debate over how the estates general should be constituted.",,,,,,,Lead-up French Revolution,
1789,,,,,,,,,"Constitution ratified, bill of rights added",,,,,,,,,
1789,2,4,,,,,,,Washington elected unanimously,,,,,,,,,
1789,1,,,,,,,,"""What is the third estate?"" published","Pamphlet stating ""What is the Third Estate? Everything. What is it now? Nothing. What does it want to be? Something!"" majorily influences sentiments",,,,,,,Lead-up French Revolution,
1789,5,5,,,,,,,Estates general opened and quickly dissasembles,"On the second day, a conflict over whether the estates general should vote by head or by estate leads to the third (peasants, twice as big) refusing to meet with the others. Occupy main hall and subgroups meet to organize.",,,,,,,National Assembly,
1789,6,4,,,,,,,Death heir france,"7 year old Louis Joseph Xavier Fancois dies, Louis 16th is devestated, as well as marrie antoinette.",,,,,,,National Assembly,
1789,6,10,,,,,,,Third estate meets on their own.,"After clergy and nobility refuse to join in, the third estate meets on its own. Nobility votes by large margin to not join 3rd. Clergy by small margin not to join.",,,,,,,National Assembly,
1789,6,14,,,,,,,9 clergy join,"Several parish priests (lower level) join the third estate in their meetings, putting pressure on rest of the estate.",,,,,,,National Assembly,
1789,6,17,,,,,,,National Assembly proclaimed,"After much debating, third estate calls it's meetings the national asssembly.",,,,,,,National Constituent Assembly,
1789,6,20,,,,,,,Tennis Courth Oath,"After the meeting hall is closed by Louis 16th in an effort to restore order, he wants to preside over it later, the national assembly meets in the tennis court and swears that they will not seperate and whereever they are, there is the national assembly.",https://upload.wikimedia.org/wikipedia/commons/7/70/Couder_-_Le_Serment_du_Jeu_de_Paume%2C_20_juin_1789.jpg,,,,,,National Constituent Assembly,
1789,6,23,,,,,,,Assembly disregards Louis 16th,"Louis 16th calls royal seance, invalidates decisions by national assembly saying everything must go through them and orders them to leave. The national assembly goes 'or else?' and stays, Louis 16th lets them.",,,,,,,National Constituent Assembly,
1789,6,27,,,,,,,National assembly acknowledged,Clergy and nobility have now joined them (part of nobility). Legitimized by the king. King orders more reliable military units to Paris.,,,,,,,National Constituent Assembly,
1789,7,11,,,,,,,Necker dismissed,"Necker was wildly popular at the time for trying to keep bread prices low, Parisians riot and burn unpopular customs barriers. Skirmishes with military, french city guards join crowd.",,,,,,,National Constituent Assembly,
1789,7,14,,,,,,,Storming of the Bastille,,https://upload.wikimedia.org/wikipedia/commons/9/99/Prise_de_la_Bastille_IMG_2250.jpg,,,,,,National Constituent Assembly,
1789,7,19,,,,,,,Great Fear,"Many peasants revolted in the country side, attacking manor houses and arming themselves in self defense. This happened after a bad harvest and rumours that nobles were intentionally hording grain to starve out peasants and drive up prices.",,,,,,,National Constituent Assembly,
1789,8,4,,,,,,,Abolition feudalism,National assembly goes through all laws in 1 night and abolishes feudal rights and church levies/rights and much and more in a frenzy.,,,,,,,National Constituent Assembly,
1789,8,26,,,,,,,French Rights of man,"The national assembly adopts the Declaration of the Rights of Man and of the Citizen, drafted by Lafayette. Keeps an active/passive citizen divide.",,,,,,,National Constituent Assembly,
1789,9,11,,,,,,,Suspensive Veto granted,"Louis gets the power of suspensive veto, giving him the power to delay laws for 2 legislative sessions.",,,,,,,National Constituent Assembly,
1789,10,1,,,,,,,Royal guard tramples tricolor,"Rumours of the king's guards trampeling the tricolor of the revolution at a dinner hosted by the royal family spread throughout Paris, cause outrage.",,,,,,,National Constituent Assembly,
1789,10,6,,,,,,,Woman's march on Versailles,"Inflamed by Marat's newspaper, thousands of woman march on versailles to demand the king move to Paris. After hostile tensions and them not leaving, the king agrees.",,,,,,,National Constituent Assembly,
1789,10,19,,,,,,,Assembly meets Paris,"After the king moves to Paris the National Assembly moves as well. The conservatives sit right, the racials sit left, which is the root of our political spectrum. The move causes radicals to bunch together in the city center and grow more radical and organized, the conservatives house on the outskirts of the city to avoid lynching, they spread out and grow disorganized causing radicalization of the assembly.",,,,,,,National Constituent Assembly,
1790,6,19,,,,,,,Hereditary Nobility abolished,National assembly abolishes hereditary nobility.,,,,,,,National Constituent Assembly,
1790,7,12,,,,,,,Oath of Allegiance for clergy,"French Clergy lose special status, require oath of allegiance to government first, not church.",,,,,,,National Constituent Assembly,
1790,7,14,,,,,,,Fête de la Fédération,Feast of the federation is great unifying moment. Highpoint of Lafayette,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Federation.jpg/800px-Federation.jpg,,,,,,National Constituent Assembly,
1791,2,28,,,,,,,Day of Daggers,Lafayette orders arrest of 400 armed aristocrats who were protecting the king. Eventually forcibly removed from palace.,,,,,,,National Constituent Assembly,
1791,4,2,,,,,,,"Mirabeau dies, put in Pantheon","The first person to be put in the Pantheon, to be a hall for national heroes.",,,,,,,National Constituent Assembly,
1791,6,20,,,,,,,Flight to Varennes,"King attempts to escape France, gets caught by postal officer and forcibly escorted back to Paris.",,,,,,,National Constituent Assembly,
1791,8,27,,,,,,,Declaration of Pillnitz,"Prussians and Austrians vow to strenghten french monarchy, French public sees as overt alliance to invade France.",,,,,,,National Constituent Assembly,
1791,9,13,,,,,,,Consitution of 1791,Constitiution accepted by the king. Seperates active and passive citizens.,,,,,,,National Constituent Assembly,
1791,10,1,,,,,,,Legislative Assembly forms,"Robespierre's motion of disinterest means no one from National Assembly is in the Legislative Assembly. No more old nobles in the assembly, just people who have lived with National Assembly measures for 2 years, causes further radicalization of the national government.",,,,,,,Legislative Assembly,
1791,12,,,,,,,,French ultimatum to Trier,"France disires war to unite disparate factions and root out traitors, thinks it will be easy. Threathen Triet to draw Austria in to war.",,,,,,,Legislative Assembly,
1791,8,21,,,,,,,Slave uprising Saint Domingue,"The initial slave uprising, planned amidst a voodoo ceremony. A large scale uprising follows where slaves take control of the entire northern provine and the plains. They burn down many plantations",,,,,,,,
1791,11,,,,,,,,First Commission arrives Haiti,"The first three civil commissioners arrive in Haiti to restore order. By this point half the slaves in the north provine, 80,000 are in uprising, Toussaint Louverture holds a post as leader in this army. The whites have striken down a deal to free only ~60 slave leaders and return the rest to slavery because they do not want to negotiate with blacks, think they will win.",,,,,,,,
1792,2,7,,,,,,,Austria Prussia alliance,They formalize an alliance to invade france and defend the monarchy,,,,,,,Legislative Assembly,
1792,6,20,,,,,,,Tuileries palace invaded,"Louis XVI veto'd laws about troup summoning and priest deportation, and angry mobs surround and invade his palace. Louis XVI makes symbols to show his sympathy.",,,,,,,Legislative Assembly,
1792,3,20,,,,,,,France wars Austria,The national assembly declares war on the king of Bohemia and Hungary.,,,,,,,Legislative Assembly,
1792,4,29,,,,,,,French retreat first sight enemy,Near Lille the french soldiers retreat at the first sign of the austrian outposts and muder their general who they accuse of treason. This news spreads to paris.,,,,,,,Legislative Assembly,
1792,8,9,,,,,,,Revolutionary Paris Commune,"In a revolutionary movement, Georges Danton executes a plot to overthrow the Paris city government, take over and are recognized by the national assembly. Now the de-facto government of Paris and major influence in france.",,,,,,,Legislative Assembly,
1792,8,10,,,,,,,Storming Tuileries Palace,"National guard of Danton storm Tuleries Palace, slaughter Swiss mercenaries defending king and capture the King.",,,,,,,Legislative Assembly,
1792,8,19,,,,,,,Lafayette into exile,"After a summons by the revolutionary commune, he fears execution and instead tries to flee to america, is captured and put in comfortable Prussian jail.",,,,,,,Legislative Assembly,
1792,8,21,,,,,,,First guillotine execution,A royalist Louis Collenot D'Angremont gets the dubious honour of being the first to be executed by the new humane method fo the guillotine.,,,,,,,Legislative Assembly,
1792,9,2,,,,,,,Capitulation Verdun,"Verdun surrenders without a fight, many in France fear traitors in their midsts.",,,,,,,Legislative Assembly,
1792,9,7,,,,,,,Massacre Paris Prisons,"Fearing troops marching on Paris, the parisians massacre possible defectors in the prisons.",,,,,,,Legislative Assembly,
1792,9,20,,,,,,,French beat Brunswick at Valmy,"Causing a retreat of the Prussians by superior artillary and moral, the Prussians retreat back into prussian territory, choosing not to march on Paris directly.",,,,,,,Legislative Assembly,
1792,9,19,,,,,,,National Convention elected,"Starting on september 20th, the National Convention holds it's first sessions. 113 of the 749 elected are Jacobins, sitting on the highest benches, they are called the Mountain. Because less than 25% of the people actually vote for the assembly, those who do not want to make contentious choices not voting, causing a very radical group.",,,,,,,National Convention,
1792,9,22,,,,,,,Convention abolishes Royalty,First French Republic proclaimed,,,,,,,National Convention,
1792,12,10,,1793,1,21,,,"Louis XVI trailed, executed","Louis XVI appears twice before the convention, with some lawyers helping the second time. The convention quickly decides his guilt. They decide not to let french voters decide the king's vote and in a vote lasting twenty one hours there are 361 to 360 for immediate death penalty.",,,,,,,National Convention,
1792,2,1,,,,,,,"France wars England, Netherlands",,,,,,,,National Convention,
1792,9,18,,,,,,,Second commission arrives Haiti,"The second civil commission arives in Haiti, comprising Sonthonax, Polverel and ... (alihaud). Come to enforce the law of april 4th which gives freedom and equality to all free people of color. Arrive with 2000 combat ready troups and given far reaching legal powers.",,,,,,,,
1793,1,23,,,,,,,Second Partition of Poland,"Second Partition of Poland between Prussia and Russia, means that Prussia can now turn its full forces on France.",,,,,,,,
1793,3,7,,,,,,,Uprising Vendee,,,,,,,,National Convention,
1793,4,4,,,,,,,Dumouriez defects to Austria,"After calling against the anarchic revolutionaries in Paris, Dumouriez is called by the convention to come explain himself. Dumouriez tries to get his troops to march on Paris, but they don't and he runs away.",,,,,,,National Convention,
1793,4,6,,,,,,,Committe of Public Safety established,Danton and others join the commitee that is given widespread power over all of France. Becoming the de-facto head of government.,,,,,,,Committee of Public Safety,
1793,2,,,,,,,,Siege of Maastricht fails,French get as far as taking Maastricht in the Netherlands before they are routed and must run past Belgium back into France under larger Austro-Prussian army.,,,,,,,Committee of Public Safety,
1793,4,24,,,,,,,Marat acquited by Tribunal,"Arrested and brought before the Revolutionary Tribunal, the head of the Jacobins, he is acquited of all charges to the joy of many people.",https://upload.wikimedia.org/wikipedia/commons/c/c6/Triomphe_de_Marat.jpg,,,,,,Committee of Public Safety,
1793,5,31,,,,,,,Insurrection by Sans-culottes,"Sans-Culottes organized by the revolutionary commune, headed partly by Marat and Robespierre. They demand the convention disband, but the convention resists. Install government by Enrages.",,,,,,,Committee of Public Safety,
1793,6,6,,,,,,,Federalist revolt starts,"60 departments from Marseille, Nimes, Toulouse and Bordeaux reject the new government.",,,,,,,Committee of Public Safety,
1793,7,13,,,,,,,Charlotte Corday assassinates Jean-Paul Marat,Charlotte Corday is executed the next day. She hails from Vendee and is attempting to kill the leader of those opressing her region.,,,,,,,Committee of Public Safety,
